Timestamp,AnnRealizedVol,StratScalar
01/17/2017 04:30:00 PM,0.213158,0.072153
01/17/2017 05:00:00 PM,0.213158,0.072153
01/17/2017 06:30:00 PM,0.213158,0.072153
01/17/2017 07:00:00 PM,0.213158,0.072153
01/17/2017 07:30:00 PM,0.213158,0.072153
01/17/2017 08:00:00 PM,0.213158,0.072153
01/17/2017 08:30:00 PM,0.213158,0.072153
01/17/2017 09:00:00 PM,0.213158,0.072153
01/17/2017 09:30:00 PM,0.213158,0.072153
01/17/2017 10:00:00 PM,0.213158,0.072153
01/17/2017 10:30:00 PM,0.213158,0.072153
01/17/2017 11:00:00 PM,0.213158,0.072153
01/17/2017 11:30:00 PM,0.213158,0.072153
01/18/2017 12:00:00 AM,0.213158,0.072153
01/18/2017 12:30:00 AM,0.213158,0.072153
01/18/2017 01:00:00 AM,0.213158,0.072153
01/18/2017 01:30:00 AM,0.213158,0.072153
01/18/2017 02:00:00 AM,0.213158,0.072153
01/18/2017 02:30:00 AM,0.213158,0.072153
01/18/2017 03:00:00 AM,0.213158,0.072153
01/18/2017 03:30:00 AM,0.213158,0.072153
01/18/2017 04:00:00 AM,0.213158,0.072153
01/18/2017 04:30:00 AM,0.213158,0.072153
01/18/2017 05:00:00 AM,0.213158,0.072153
01/18/2017 05:30:00 AM,0.213158,0.072153
01/18/2017 06:00:00 AM,0.213158,0.072153
01/18/2017 06:30:00 AM,0.213158,0.072153
01/18/2017 07:00:00 AM,0.213158,0.072153
01/18/2017 07:30:00 AM,0.213158,0.072153
01/18/2017 08:00:00 AM,0.213158,0.072153
01/18/2017 08:30:00 AM,0.213158,0.072153
01/18/2017 09:00:00 AM,0.213158,0.072153
01/18/2017 09:30:00 AM,0.213158,0.072153
01/18/2017 10:00:00 AM,0.213158,0.072153
01/18/2017 10:30:00 AM,0.213158,0.072153
01/18/2017 11:00:00 AM,0.213158,0.072153
01/18/2017 11:30:00 AM,0.213158,0.072153
01/18/2017 12:00:00 PM,0.213158,0.072153
01/18/2017 12:30:00 PM,0.213158,0.072153
01/18/2017 01:00:00 PM,0.213158,0.072153
01/18/2017 01:30:00 PM,0.213158,0.072153
01/18/2017 02:00:00 PM,0.213158,0.072153
01/18/2017 02:30:00 PM,0.213158,0.072153
01/18/2017 03:00:00 PM,0.213158,0.072153
01/18/2017 03:30:00 PM,0.213158,0.072153
01/18/2017 04:00:00 PM,0.213158,0.072153
01/18/2017 04:30:00 PM,0.213158,0.072153
01/18/2017 05:00:00 PM,0.213158,0.072153
01/18/2017 06:30:00 PM,0.213158,0.072153
01/18/2017 07:00:00 PM,0.213158,0.072153
01/18/2017 07:30:00 PM,0.206666,0.074001
01/18/2017 08:00:00 PM,0.200374,0.076022
01/18/2017 08:30:00 PM,0.200374,0.076022
01/18/2017 09:00:00 PM,0.194274,0.078230
01/18/2017 09:30:00 PM,0.188356,0.080646
01/18/2017 10:00:00 PM,0.182619,0.083285
01/18/2017 10:30:00 PM,0.177056,0.086170
01/18/2017 11:00:00 PM,0.171662,0.089324
01/18/2017 11:30:00 PM,0.171662,0.089324
01/19/2017 12:00:00 AM,0.171662,0.089324
01/19/2017 12:30:00 AM,0.171662,0.089324
01/19/2017 01:00:00 AM,0.171662,0.089324
01/19/2017 01:30:00 AM,0.171662,0.089324
01/19/2017 02:00:00 AM,0.171662,0.089324
01/19/2017 02:30:00 AM,0.171662,0.089324
01/19/2017 03:00:00 AM,0.171662,0.089324
01/19/2017 03:30:00 AM,0.171662,0.089324
01/19/2017 04:00:00 AM,0.171662,0.089324
01/19/2017 04:30:00 AM,0.171662,0.089324
01/19/2017 05:00:00 AM,0.171662,0.089324
01/19/2017 05:30:00 AM,0.171662,0.089324
01/19/2017 06:00:00 AM,0.171662,0.089324
01/19/2017 06:30:00 AM,0.171662,0.089324
01/19/2017 07:00:00 AM,0.171662,0.089324
01/19/2017 07:30:00 AM,0.171662,0.089324
01/19/2017 08:00:00 AM,0.171662,0.089324
01/19/2017 08:30:00 AM,0.171662,0.089324
01/19/2017 09:00:00 AM,0.171662,0.089324
01/19/2017 09:30:00 AM,0.171662,0.089324
01/19/2017 10:00:00 AM,0.166438,0.092771
01/19/2017 10:30:00 AM,0.161947,0.096202
01/19/2017 11:00:00 AM,0.161947,0.096202
01/19/2017 11:30:00 AM,0.161947,0.096202
01/19/2017 12:00:00 PM,0.161947,0.096202
01/19/2017 12:30:00 PM,0.161947,0.096202
01/19/2017 01:00:00 PM,0.161947,0.096202
01/19/2017 01:30:00 PM,0.161947,0.096202
